Indicator,Value,Year,Footnote,Source,Economy,Country Code,Region,Theme,Definition,Unit
Production Index: Agriculture,97.63,2004,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Economy and Output,Relative level of the aggregate volume of agricultural production for each year in comparison with the base period. The aggregate volume represents disposable production for any use except as seed and feed.,index
Production Index: Agriculture,99.34,2005,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Economy and Output,Relative level of the aggregate volume of agricultural production for each year in comparison with the base period. The aggregate volume represents disposable production for any use except as seed and feed.,index
Production Index: Agriculture,103.03,2006,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Economy and Output,Relative level of the aggregate volume of agricultural production for each year in comparison with the base period. The aggregate volume represents disposable production for any use except as seed and feed.,index
Production Index: Agriculture,109.04,2007,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Economy and Output,Relative level of the aggregate volume of agricultural production for each year in comparison with the base period. The aggregate volume represents disposable production for any use except as seed and feed.,index
Production Index: Agriculture,111.83,2008,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Economy and Output,Relative level of the aggregate volume of agricultural production for each year in comparison with the base period. The aggregate volume represents disposable production for any use except as seed and feed.,index
Production Index: Agriculture,113.47,2009,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Economy and Output,Relative level of the aggregate volume of agricultural production for each year in comparison with the base period. The aggregate volume represents disposable production for any use except as seed and feed.,index
Production Index: Agriculture,111.86,2010,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Economy and Output,Relative level of the aggregate volume of agricultural production for each year in comparison with the base period. The aggregate volume represents disposable production for any use except as seed and feed.,index
"Consumer price index, country, % change",4.44204,2011,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices",Measures changes in prices against a reference period of a basket of goods and services purchased by households.,percent
"Food price index, Country, % Change",-0.98135,2011,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices","Measures the change over time in the general level of prices of food and non-alcoholic beverage items that households acquire, use or pay for consumption.",percent
Interest rate on savings deposits,0.4,2011,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices",Rate paid by commercial and similar banks for savings deposits.,percent
Interest rate on time deposits of 6 months,3.47,2011,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices",Rate paid by commercial and similar banks for time deposits in 6 months.,percent
Interest rate on time deposits of over 12 months,5.19,2011,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices",Rate paid by commercial and similar banks for time deposits over 12 months.,percent
External Trade: Exports (fob),6906919953,2011,"From 1995 onward, data are based on balance of payments estimates. Data for 2000 are based on balance of payments estimates.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all movable goods, with a few specified exceptions, the ownership of which changes between a resident and a foreigner.",US Dollar
External Trade: Imports,4231812296,2011,"From 1995 onward, data are based on balance of payments estimates. Data for 2000 are based on balance of payments estimates.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all movable goods, with a few specified exceptions, the ownership of which changes between a resident and a foreigner.",US Dollar
Trade Balance,2675107656,2011,"From 1995 onward, data are based on balance of payments estimates. Data for 2000 are based on balance of payments estimates.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,Difference between exports and imports of goods and services.,US Dollar
External Trade: Exports (% change),4.96289,2011,Data for 2000 are based on balance of payments estimates.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all movable goods, with a few specified exceptions, the ownership of which changes between a resident and a foreigner. Refers to the annual rate of change.",percent
External Trade: Imports (% change),4.77538,2011,Data for 2000 are based on balance of payments estimates.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all movable goods, with a few specified exceptions, the ownership of which changes between a resident and a foreigner. Refers to the annual rate of change.",percent
Mid-year Population,7275320,2011,Mid-year estimates are based on the inter-censal growth rates from 2000 censuses. However 1993-2000 estimates were not revised due to lack of information. Estimates exclude North Solomon. Data for 2000 and 2011 are actual population count from the final census reports of the Government of Papua New Guinea's National Statistical Office (NSO). Estimates for 2001‚??2010 and 2012‚??2017 are based on the annual growth rate of 3.12Ô%Ω between 2000 and the 2011 Census.,National Statistical Office,Papua New Guinea,PNG,The Pacific,People,De facto population includes all persons physically present in the country during the census day.,unit
Current account balance,-172568000,2011,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Sum of net exports of goods, services, net income, and net current transfers.",US Dollar
"Balance on goods, net",2689432000,2011,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,Difference between exports and imports of goods.,US Dollar
"BOP: Goods, Exports (fob)",6951904000,2011,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Comprise all transactions between residents of a country and the rest of the world involving a change of ownership from residents to nonresidents of general merchandise, goods sent for processing and repairs, and nonmonetary gold.",US Dollars
